tmc,date,hour,road,direction,state,county,start_latitude,start_longitude,end_latitude,end_longitude,tmc_length,road_order,f_system,thrulanes,MAADT,aadt,aadt_singl,aadt_combi,travel_time_all,travel_time_pass,travel_time_truck,speed_all,speed_pass,speed_truck,PCT_NOISE_AUTO,PCT_NOISE_MED_TRUCK,PCT_NOISE_HVY_TRUCK,PCT_NOISE_BUS,PCT_NOISE_MC
129+04132,2020-12-05,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,76.52,76.52,,35.177204,35.177204,,0.06887617,0.00026472323,0.0003148602,5.214245e-05,2.2060269e-05
129+04132,2020-12-05,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,69.78,69.78,,38.574944,38.574944,,0.06026063,0.00022661913,0.00034895333,6.016437e-05,1.4038353e-05
129+04132,2020-12-05,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,59.46,59.46,,45.270092,45.270092,,0.05062631,0.00016043831,0.00026071226,5.0136976e-05,2.005479e-05
129+04132,2020-12-05,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,53.54,53.54,,50.275673,50.275673,,0.045337863,0.00015442188,0.00025068488,5.615341e-05,1.2032874e-05
129+04132,2020-12-05,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,48.18,48.18,,55.868816,55.868816,,0.036447573,0.00011832326,0.00021659172,5.414793e-05,2.005479e-05
129+04132,2020-12-05,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,44.2,44.2,,60.89954,60.89954,,0.030609626,0.00012032874,0.0002466739,5.414793e-05,1.6043832e-05
129+04132,2020-12-05,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,43.9,43.9,,61.31571,61.31571,,0.023823084,0.00013637258,0.00025469583,2.2060269e-05,1.0027395e-05
129+04132,2020-12-05,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,44.04,44.04,,61.12079,61.12079,,0.017979119,0.000102279424,0.00026873418,2.2060269e-05,6.016437e-06
129+04132,2020-12-06,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,41.83,41.83,,64.349976,64.349976,,0.012636523,0.00020455885,0.00024466842,2.6071226e-05,8.021916e-06
129+04132,2020-12-06,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,44.95,44.95,,59.88342,59.88342,,0.0074483487,0.00029881636,0.00024466842,4.010958e-05,1.0027395e-05
129+04132,2020-12-06,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,40.14,40.14,,67.05928,67.05928,,0.004861281,0.00024065748,0.00025068488,2.4065748e-05,1.0027395e-05
129+04132,2020-12-06,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,46.82,46.82,,57.49166,57.49166,,0.0040270016,0.00018851503,0.00028076707,3.6098623e-05,4.010958e-06
129+04132,2020-12-06,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,44.4,44.86,42.06,60.625217,60.00356,63.99809,0.0053265523,0.00012233421,0.00039909032,4.010958e-05,6.016437e-06
129+04132,2020-12-06,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,35.94,35.4,44.13,74.89593,76.03841,60.99614,0.010558846,0.00018851503,0.00058961083,3.4093144e-05,4.010958e-06
129+04132,2020-12-06,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,37.36,35.83,48.07,72.04924,75.12586,55.996662,0.02030347,0.00033290952,0.0005174136,2.4065748e-05,1.0027395e-05
129+04132,2020-12-06,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,39.24,38.87,43.42,68.597336,69.25031,61.99354,0.032414556,0.00045123277,0.00060565467,4.6126017e-05,4.010958e-06
129+04132,2020-12-06,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,38.5,38.51,42.74,69.91583,69.89768,62.97987,0.03805196,0.00035898073,0.0007380163,6.818629e-05,1.6043832e-05
129+04132,2020-12-06,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,38.15,38.02,44.13,70.55727,70.798515,60.99614,0.048867505,0.0003930739,0.0006959012,7.219725e-05,2.005479e-05
129+04132,2020-12-06,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,36.83,36.83,,73.08606,73.08606,,0.06562729,0.0004211506,0.0006497752,6.216985e-05,2.005479e-05
129+04132,2020-12-06,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,37.35,37.31,39.9,72.06853,72.1458,67.46265,0.07535387,0.0004873314,0.0006016437,7.019177e-05,2.4065748e-05
129+04132,2020-12-06,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,37.48,37.48,,71.81856,71.81856,,0.08182755,0.0005134026,0.00051139714,9.0246554e-05,1.8049312e-05
129+04132,2020-12-06,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,37.74,37.69,40.61,71.323784,71.4184,66.28317,0.08376484,0.00044120537,0.00053746835,6.618081e-05,1.6043832e-05
129+04132,2020-12-06,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,36.45,36.45,,73.848,73.848,,0.08102135,0.0004211506,0.00042716702,7.420272e-05,2.005479e-05
129+04132,2020-12-06,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,37.59,37.39,43.42,71.6084,71.99143,61.99354,0.07592342,0.000381041,0.0002867835,8.021916e-05,1.8049312e-05
129+04132,2020-12-06,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,36.92,36.87,39.01,72.9079,73.00677,69.001785,0.06887617,0.00026472323,0.0003148602,5.214245e-05,2.2060269e-05
129+04132,2020-12-06,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,39.56,39.28,47.28,68.04246,68.52748,56.93231,0.06026063,0.00022661913,0.00034895333,6.016437e-05,1.4038353e-05
129+04132,2020-12-06,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,38.08,38.08,40.78,70.686966,70.686966,66.00686,0.05062631,0.00016043831,0.00026071226,5.0136976e-05,2.005479e-05
129+04132,2020-12-06,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,36.82,36.82,,73.10591,73.10591,,0.045337863,0.00015442188,0.00025068488,5.615341e-05,1.2032874e-05
129+04132,2020-12-06,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,35.83,35.83,,75.12586,75.12586,,0.036447573,0.00011832326,0.00021659172,5.414793e-05,2.005479e-05
129+04132,2020-12-06,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,38.58,38.48,41.41,69.77086,69.95217,65.00265,0.030609626,0.00012032874,0.0002466739,5.414793e-05,1.6043832e-05
129+04132,2020-12-06,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,38.19,38.19,41.41,70.48336,70.48336,65.00265,0.023823084,0.00013637258,0.00025469583,2.2060269e-05,1.0027395e-05
129+04132,2020-12-06,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,72387.17282169587,91660.5,4803,6097,38.98,38.98,,69.05489,69.05489,,0.017979119,0.000102279424,0.00026873418,2.2060269e-05,6.016437e-06
129+04132,2020-12-07,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,37.65,37.65,,71.49428,71.49428,,0.0072199795,0.00019958924,0.00032256194,2.7684959e-05,1.15890525e-05
129+04132,2020-12-07,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,42.0,41.75,42.73,64.089516,64.47328,62.99461,0.0038585106,0.0002807126,0.00039531544,4.2493193e-05,5.15069e-06
129+04132,2020-12-07,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.76,39.3,48.07,66.039246,68.49261,55.996662,0.0027466053,0.00024594544,0.0003966031,3.605483e-05,5.15069e-06
129+04132,2020-12-07,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,39.49,39.28,41.41,68.16307,68.52748,65.00265,0.002874085,0.00018284949,0.00050026074,3.927401e-05,3.2191813e-06
129+04132,2020-12-07,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,39.52,38.73,44.46,68.11133,69.50063,60.5434,0.006758349,0.00026075367,0.0007648774,4.3780863e-05,5.15069e-06
129+04132,2020-12-07,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.26,40.4,39.58,66.859406,66.627716,68.00807,0.020756636,0.00036119213,0.0011711381,5.0863062e-05,1.8671251e-05
129+04132,2020-12-07,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.75,40.73,43.08,66.05545,66.08788,62.482815,0.03792968,0.00066765817,0.0015168781,7.661651e-05,2.8328794e-05
129+04132,2020-12-07,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,41.12,41.08,48.07,65.46108,65.52482,55.996662,0.05536734,0.0009084529,0.0017100291,0.000101726124,3.090414e-05
129+04132,2020-12-07,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.75,40.59,44.65,66.05545,66.315834,60.28577,0.051313747,0.0010668366,0.0020860294,0.00012490423,2.9616467e-05
129+04132,2020-12-07,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.28,40.06,42.97,66.82621,67.1932,62.642765,0.04651974,0.0011434532,0.00243692,0.00011395902,2.1246597e-05
129+04132,2020-12-07,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,41.04,40.99,43.01,65.588684,65.66869,62.584507,0.051320188,0.0012509738,0.0024188927,0.00012876725,3.6698664e-05
129+04132,2020-12-07,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.02,39.87,43.35,67.26036,67.513405,62.093647,0.05506989,0.0013932616,0.0024079476,0.00013391794,4.828772e-05
129+04132,2020-12-07,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,39.6,39.23,44.59,67.973724,68.61482,60.36689,0.061933182,0.0013340287,0.0021793856,0.00013584945,3.8630173e-05
129+04132,2020-12-07,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.25,40.25,,66.876015,66.876015,,0.06941971,0.0012426039,0.0020570569,0.00011138367,3.9917846e-05
129+04132,2020-12-07,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,42.43,42.33,43.2,63.44001,63.589878,62.30925,0.07926783,0.0010056722,0.0016868509,0.000101726124,5.6013752e-05
129+04132,2020-12-07,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,43.76,43.7,47.11,61.511875,61.59633,57.137753,0.07865103,0.0008440693,0.0012039738,0.000103657636,4.828772e-05
129+04132,2020-12-07,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,43.08,42.81,45.24,62.482815,62.87689,59.49955,0.073954895,0.00072817877,0.0008839872,0.00010687682,2.9616467e-05
129+04132,2020-12-07,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,41.8,41.8,,64.396164,64.396164,,0.06627522,0.0004906032,0.00057623343,0.00011138367,2.7041122e-05
129+04132,2020-12-07,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.15,40.15,,67.04258,67.04258,,0.053662464,0.0003824387,0.00044746618,7.275349e-05,1.545207e-05
129+04132,2020-12-07,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,39.9,39.86,42.39,67.46265,67.53035,63.499874,0.04177081,0.000263329,0.0003856579,7.404116e-05,1.3520561e-05
129+04132,2020-12-07,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,37.92,37.59,46.41,70.98522,71.6084,57.99956,0.030764427,0.00021117828,0.00032578115,4.571237e-05,9.013707e-06
129+04132,2020-12-07,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,39.12,39.2,41.1,68.80776,68.667336,65.492935,0.024828257,0.00015258919,0.00036698664,4.635621e-05,4.5068537e-06
129+04132,2020-12-07,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,35.65,35.65,,75.50518,75.50518,,0.018664813,0.00013649328,0.00037342502,2.3178105e-05,8.3698715e-06
129+04132,2020-12-07,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,41.78,41.78,,64.42699,64.42699,,0.014775398,0.00012490423,0.0003856579,2.1246597e-05,1.0945216e-05
129+04132,2020-12-08,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.86,40.86,,65.877625,65.877625,,0.0072199795,0.00019958924,0.00032256194,2.7684959e-05,1.15890525e-05
129+04132,2020-12-08,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,43.75,44.05,44.86,61.525932,61.106915,60.00356,0.0038585106,0.0002807126,0.00039531544,4.2493193e-05,5.15069e-06
129+04132,2020-12-08,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,43.74,43.46,44.13,61.54,61.936485,60.99614,0.0027466053,0.00024594544,0.0003966031,3.605483e-05,5.15069e-06
129+04132,2020-12-08,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.14,40.14,,67.05928,67.05928,,0.002874085,0.00018284949,0.00050026074,3.927401e-05,3.2191813e-06
129+04132,2020-12-08,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,38.46,37.57,47.22,69.98855,71.646515,57.00465,0.006758349,0.00026075367,0.0007648774,4.3780863e-05,5.15069e-06
129+04132,2020-12-08,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,41.09,40.91,41.43,65.50887,65.797104,64.97127,0.020756636,0.00036119213,0.0011711381,5.0863062e-05,1.8671251e-05
129+04132,2020-12-08,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,41.84,41.79,44.13,64.334595,64.411575,60.99614,0.03792968,0.00066765817,0.0015168781,7.661651e-05,2.8328794e-05
129+04132,2020-12-08,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,42.81,42.44,44.03,62.87689,63.42506,61.13467,0.05536734,0.0009084529,0.0017100291,0.000101726124,3.090414e-05
129+04132,2020-12-08,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.12,40.07,42.23,67.09271,67.17643,63.74046,0.051313747,0.0010668366,0.0020860294,0.00012490423,2.9616467e-05
129+04132,2020-12-08,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,41.11,41.06,42.33,65.477005,65.55674,63.589878,0.04651974,0.0011434532,0.00243692,0.00011395902,2.1246597e-05
129+04132,2020-12-08,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.5,40.5,42.65,66.4632,66.4632,63.11277,0.051320188,0.0012509738,0.0024188927,0.00012876725,3.6698664e-05
129+04132,2020-12-08,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.5,40.4,42.77,66.4632,66.627716,62.93569,0.05506989,0.0013932616,0.0024079476,0.00013391794,4.828772e-05
129+04132,2020-12-08,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.09,39.99,42.49,67.14292,67.310814,63.350426,0.061933182,0.0013340287,0.0021793856,0.00013584945,3.8630173e-05
129+04132,2020-12-08,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.42,40.52,40.49,66.59474,66.4304,66.479614,0.06941971,0.0012426039,0.0020570569,0.00011138367,3.9917846e-05
129+04132,2020-12-08,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,43.06,42.9,60.16,62.511833,62.74498,44.743343,0.07926783,0.0010056722,0.0016868509,0.000101726124,5.6013752e-05
129+04132,2020-12-08,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,43.89,43.89,44.86,61.329678,61.329678,60.00356,0.07865103,0.0008440693,0.0012039738,0.000103657636,4.828772e-05
129+04132,2020-12-08,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,42.32,42.15,46.29,63.604904,63.86144,58.149918,0.073954895,0.00072817877,0.0008839872,0.00010687682,2.9616467e-05
129+04132,2020-12-08,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,42.3,42.14,47.22,63.63498,63.87659,57.00465,0.06627522,0.0004906032,0.00057623343,0.00011138367,2.7041122e-05
129+04132,2020-12-08,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.15,40.02,42.73,67.04258,67.26036,62.99461,0.053662464,0.0003824387,0.00044746618,7.275349e-05,1.545207e-05
129+04132,2020-12-08,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,37.21,37.21,38.45,72.33968,72.33968,70.00675,0.04177081,0.000263329,0.0003856579,7.404116e-05,1.3520561e-05
129+04132,2020-12-08,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,39.35,39.35,40.78,68.40558,68.40558,66.00686,0.030764427,0.00021117828,0.00032578115,4.571237e-05,9.013707e-06
129+04132,2020-12-08,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,39.78,39.61,44.86,67.66615,67.956566,60.00356,0.024828257,0.00015258919,0.00036698664,4.635621e-05,4.5068537e-06
129+04132,2020-12-08,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,39.4,39.4,,68.31877,68.31877,,0.018664813,0.00013649328,0.00037342502,2.3178105e-05,8.3698715e-06
129+04132,2020-12-08,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,37.35,37.35,,72.06853,72.06853,,0.014775398,0.00012490423,0.0003856579,2.1246597e-05,1.0945216e-05
129+04132,2020-12-09,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.3,40.3,,66.793045,66.793045,,0.0072199795,0.00019958924,0.00032256194,2.7684959e-05,1.15890525e-05
129+04132,2020-12-09,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.89,40.89,42.06,65.829285,65.829285,63.99809,0.0038585106,0.0002807126,0.00039531544,4.2493193e-05,5.15069e-06
129+04132,2020-12-09,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.06,40.06,,67.1932,67.1932,,0.0027466053,0.00024594544,0.0003966031,3.605483e-05,5.15069e-06
129+04132,2020-12-09,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.1,40.1,,67.126175,67.126175,,0.002874085,0.00018284949,0.00050026074,3.927401e-05,3.2191813e-06
129+04132,2020-12-09,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,38.42,38.42,,70.06142,70.06142,,0.006758349,0.00026075367,0.0007648774,4.3780863e-05,5.15069e-06
129+04132,2020-12-09,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.32,40.26,40.18,66.75991,66.859406,66.99252,0.020756636,0.00036119213,0.0011711381,5.0863062e-05,1.8671251e-05
129+04132,2020-12-09,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.04,39.89,45.32,67.22676,67.47956,59.39452,0.03792968,0.00066765817,0.0015168781,7.661651e-05,2.8328794e-05
129+04132,2020-12-09,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,39.4,39.4,42.06,68.31877,68.31877,63.99809,0.05536734,0.0009084529,0.0017100291,0.000101726124,3.090414e-05
129+04132,2020-12-09,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,39.4,39.27,42.15,68.31877,68.54494,63.86144,0.051313747,0.0010668366,0.0020860294,0.00012490423,2.9616467e-05
129+04132,2020-12-09,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.0,39.96,41.25,67.29399,67.36135,65.254776,0.04651974,0.0011434532,0.00243692,0.00011395902,2.1246597e-05
129+04132,2020-12-09,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,39.38,39.24,42.66,68.35347,68.597336,63.097973,0.051320188,0.0012509738,0.0024188927,0.00012876725,3.6698664e-05
129+04132,2020-12-09,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.17,40.07,41.86,67.0092,67.17643,64.30386,0.05506989,0.0013932616,0.0024079476,0.00013391794,4.828772e-05
129+04132,2020-12-09,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.11,40.01,43.15,67.109436,67.27717,62.38145,0.061933182,0.0013340287,0.0021793856,0.00013584945,3.8630173e-05
129+04132,2020-12-09,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.98,40.93,44.31,65.684715,65.76495,60.748356,0.06941971,0.0012426039,0.0020570569,0.00011138367,3.9917846e-05
129+04132,2020-12-09,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,40.88,40.83,46.85,65.84539,65.926025,57.45485,0.07926783,0.0010056722,0.0016868509,0.000101726124,5.6013752e-05
129+04132,2020-12-09,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,41.72,41.72,,64.519646,64.519646,,0.07865103,0.0008440693,0.0012039738,0.000103657636,4.828772e-05
129+04132,2020-12-09,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,41.1,41.04,45.74,65.492935,65.588684,58.84914,0.073954895,0.00072817877,0.0008839872,0.00010687682,2.9616467e-05
129+04132,2020-12-09,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,101471.3083882291,91660.5,4803,6097,41.06,41.06,42.06,65.55674,65.55674,63.99809,0.06627522,0.0004906032,0.00057623343,0.00011138367,2.7041122e-05
